id,transactionHash,blockTimestamp,blockNumber,sold_id,tokens_sold,bought_id,tokens_bought,buyer,eigenphi_txlink
0xa2e86646bcc12f622f1e4b9d05d8ec433e7ec7aea79a7441e08a4d38c9d3ec0507000000,0xa2e86646bcc12f622f1e4b9d05d8ec433e7ec7aea79a7441e08a4d38c9d3ec05,1686278003,17439740,0,12837.730374462793,1,6.225945866148222,{'id': '0xe4000004000bd8006e00720000d27d1fa000d43e'},https://eigenphi.io/mev/eigentx/0xa2e86646bcc12f622f1e4b9d05d8ec433e7ec7aea79a7441e08a4d38c9d3ec05
0x07b885577393d82495d4c6662eaef5788bd0623d49d208d71d325ea7721cef6d8c000000,0x07b885577393d82495d4c6662eaef5788bd0623d49d208d71d325ea7721cef6d,1686278603,17439790,0,6818.056334728992,1,3.3095229391363845,{'id': '0xe4000004000bd8006e00720000d27d1fa000d43e'},https://eigenphi.io/mev/eigentx/0x07b885577393d82495d4c6662eaef5788bd0623d49d208d71d325ea7721cef6d
0x225a6ac64c5d5664c3871487b13e033cbc30064bc5e2c9c2ac2d1d8e95ee03c29a000000,0x225a6ac64c5d5664c3871487b13e033cbc30064bc5e2c9c2ac2d1d8e95ee03c2,1686279203,17439840,0,7001.961069208908,1,3.3981522996545666,{'id': '0xe4000004000bd8006e00720000d27d1fa000d43e'},https://eigenphi.io/mev/eigentx/0x225a6ac64c5d5664c3871487b13e033cbc30064bc5e2c9c2ac2d1d8e95ee03c2
0xfd15a6c6a511f33bc155f9fa96322292503187f87a0e8a736d1bc09439f0a6857f000000,0xfd15a6c6a511f33bc155f9fa96322292503187f87a0e8a736d1bc09439f0a685,1686299111,17441477,0,12865.922009072028,1,6.224317112964355,{'id': '0xe4000004000bd8006e00720000d27d1fa000d43e'},https://eigenphi.io/mev/eigentx/0xfd15a6c6a511f33bc155f9fa96322292503187f87a0e8a736d1bc09439f0a685
0x0166f2457987c2ff46b4812d5a387dcb21da144f0f8065192c06ec42b15dff5c70010000,0x0166f2457987c2ff46b4812d5a387dcb21da144f0f8065192c06ec42b15dff5c,1686317399,17442977,1,6.207397539064588,0,12997.955520318399,{'id': '0xe4000004000bd8006e00720000d27d1fa000d43e'},https://eigenphi.io/mev/eigentx/0x0166f2457987c2ff46b4812d5a387dcb21da144f0f8065192c06ec42b15dff5c
0x9d3c0448e48728b3587dd32b8c9577f0f5701df10c90dbda23d07f6d48b8d24945000000,0x9d3c0448e48728b3587dd32b8c9577f0f5701df10c90dbda23d07f6d48b8d249,1686342287,17445020,0,14664.79141035382,1,7.1152303022010095,{'id': '0xe4000004000bd8006e00720000d27d1fa000d43e'},https://eigenphi.io/mev/eigentx/0x9d3c0448e48728b3587dd32b8c9577f0f5701df10c90dbda23d07f6d48b8d249
0x6248a992612b94ba9d1825384aca0814a4feb80c322a3577222d832dcbab66cf9d000000,0x6248a992612b94ba9d1825384aca0814a4feb80c322a3577222d832dcbab66cf,1686371843,17447448,0,21548.68582667636,1,10.764127676476296,{'id': '0xe4000004000bd8006e00720000d27d1fa000d43e'},https://eigenphi.io/mev/eigentx/0x6248a992612b94ba9d1825384aca0814a4feb80c322a3577222d832dcbab66cf
0x75d47576d2bc9917a950a6a244b03a50337b5b29a2652238ef43671741115431b8000000,0x75d47576d2bc9917a950a6a244b03a50337b5b29a2652238ef43671741115431,1686371975,17447459,0,39378.24915567023,1,19.61472475133675,{'id': '0xe4000004000bd8006e00720000d27d1fa000d43e'},https://eigenphi.io/mev/eigentx/0x75d47576d2bc9917a950a6a244b03a50337b5b29a2652238ef43671741115431
0x2990237f46cc042cfc77695d649df95be0c10a825a40bf9c004074cb19f3434744000000,0x2990237f46cc042cfc77695d649df95be0c10a825a40bf9c004074cb19f34347,1686372299,17447486,0,33951.89753030846,1,16.93189752372788,{'id': '0xe4000004000bd8006e00720000d27d1fa000d43e'},https://eigenphi.io/mev/eigentx/0x2990237f46cc042cfc77695d649df95be0c10a825a40bf9c004074cb19f34347
0xf97d3bdf7f810dd7d39c6d5fea5abc7b3786d06574a9581a4a34efc87d95eaacf7000000,0xf97d3bdf7f810dd7d39c6d5fea5abc7b3786d06574a9581a4a34efc87d95eaac,1686372503,17447503,0,42987.02876825259,1,21.368238066177465,{'id': '0xe4000004000bd8006e00720000d27d1fa000d43e'},https://eigenphi.io/mev/eigentx/0xf97d3bdf7f810dd7d39c6d5fea5abc7b3786d06574a9581a4a34efc87d95eaac
